序号,课程号,课程名称,课程类型,开课单位,班号,学分,执行计划编号,起止周,上课时间,教师,备注
2064,03930150,语言与文化研究,全校公选课,外国语学院,1,2,BZ2526103930150_16455,1-16,星期四(第5节-第6节),郑萱,仅语言学项目学生可选
2065,03930160,语音学和音系学,全校公选课,外国语学院,1,2,BZ2526103930160_11896,1-16,星期二(第1节-第2节),梁波,仅语言学项目同学可选
2066,04030006,习近平新时代中国特色社会主义思想,专业必修,马克思主义学院,1,2,BZ2526104030006_10126,1-16,星期一(第5节-第6节),陈培永,
2067,04030012,世界近现代史,专业必修,马克思主义学院,1,2,BZ2526104030012_19662,1-16,星期二(第3节-第4节),王倩,
2068,04030013,西方政治思想史,专业必修,马克思主义学院,1,2,BZ2526104030013_16211,1-16,星期三(第10节-第11节),陈文旭,
2069,04030021,毛泽东思想,专业必修,马克思主义学院,1,2,BZ2526104030021_14147,1-16,星期三(第3节-第4节),冯雅新叶帆,
2070,04030023,西方人文经典,专业任选,马克思主义学院,1,2,BZ2526104030023_14446,1-16,星期三(第3节-第4节),张会峰凌斌宋朝龙金德楠邱华宇,
2071,04030027,马克思主义发展史,专业必修,马克思主义学院,1,2,BZ2526104030027_19342,1-16,星期四(第7节-第8节),刘军宋朝龙孙来斌,
2072,04030028,中国近现代史重大问题研究,专业任选,马克思主义学院,1,2,BZ2526104030028_10432,1-16,星期四(第10节-第11节),康沛竹史春风路宽刘庆霖贾凯单嗣平,
2073,04030042,中苏关系史,专业任选,马克思主义学院,1,2,BZ2526104030042_11347,1-16,星期三(第5节-第6节),叶帆,
2074,04030044,马克思主义经济学说史,专业必修,马克思主义学院,1,2,BZ2526104030044_16199,1-16,星期三(第3节-第4节),顾海良张凯,
2075,04030063,新时代劳动实践,专业必修,马克思主义学院,1,1,BZ2526104030063_13001,1-16,星期六(第1节-第2节),夏少光,针对马院同学设计的劳动实践课程，不建议其他院系同学选课，上课时间以教师通知为准
2076,04030071,政治经济学（上）,专业必修,马克思主义学院,1,2,BZ2526104030071_10135,1-16,星期四(第7节-第8节),王生升,
2077,04030081,中国近现代史（上）,专业必修,马克思主义学院,1,2,BZ2526104030081_15030,1-16,星期一(第10节-第11节),张永,
2078,04030091,马克思主义哲学（上）,专业必修,马克思主义学院,1,2,BZ2526104030091_13159,1-16,星期四(第3节-第4节),李彬彬,
2079,04030093,西方哲学史,专业任选,马克思主义学院,1,2,BZ2526104030093_16178,1-16,星期二(第7节-第8节),袁蓓,
2080,04030111,列宁经典著作导读,专业必修,马克思主义学院,1,2,BZ2526104030111_12005,1-16,星期二(第3节-第4节),李健,
2081,04030500,思想政治教育学,专业必修,马克思主义学院,1,2,BZ2526104030500_10497,1-16,星期二(第10节-第11节),钟启东,
2082,04030701,中共党史,专业必修,马克思主义学院,1,2,BZ2526104030701_19387,1-16,星期四(第3节-第4节),赵诺,
2083,04030702,中国共产党思想政治教育史,专业必修,马克思主义学院,1,2,BZ2526104030702_11737,1-16,星期二(第7节-第8节),邱华宇,2024级马院本科生本学期必选
